Line No,Source,Address,Source_1,Warp Stall Sampling (All Samples),Warp Stall Sampling (Not-issued Samples),# Samples,Instructions Executed,Thread Instructions Executed,Predicated-On Thread Instructions Executed,Avg. Threads Executed,Avg. Predicated-On Threads Executed,Divergent Branches,Address Space,Access Operation,Access Size,L1 Tag Requests Global,L1 Conflicts Shared N-Way,L1 Wavefronts Shared Excessive,L1 Wavefronts Shared,L1 Wavefronts Shared Ideal,L2 Theoretical Sectors Global Excessive,L2 Theoretical Sectors Global,L2 Theoretical Sectors Global Ideal,L2 Theoretical Sectors Local,L2 Explicit Evict Policies,L2 Explicit Hit Policy Evict First,L2 Explicit Hit Policy Evict Last,L2 Explicit Hit Policy Evict Normal,L2 Explicit Hit Policy Evict Normal Demote,L2 Explicit Miss Policy Evict First,L2 Explicit Miss Policy Evict Normal,stall_barrier,stall_branch_resolving,stall_dispatch,stall_drain,stall_imc,stall_lg,stall_long_sb,stall_math,stall_membar,stall_mio,stall_misc,stall_no_inst,stall_not_selected,stall_selected,stall_short_sb,stall_sleep,stall_tex,stall_wait,stall_barrier (Not Issued),stall_branch_resolving (Not Issued),stall_dispatch (Not Issued),stall_drain (Not Issued),stall_imc (Not Issued),stall_lg (Not Issued),stall_long_sb (Not Issued),stall_math (Not Issued),stall_membar (Not Issued),stall_mio (Not Issued),stall_misc (Not Issued),stall_no_inst (Not Issued),stall_not_selected (Not Issued),stall_selected (Not Issued),stall_short_sb (Not Issued),stall_sleeping (Not Issued),stall_tex (Not Issued),stall_wait (Not Issued),Kernel_Name,VR_dispatch_id
77,X ^= mask & v[k];,-,-,232,119,232,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,1,13,9,0,0,194,0,0,0,0,0,0,1,11,0,0,0,0,0,0,3,0,0,104,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
76,mask = -(g & 1);,-,-,28,17,28,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,172,77,172,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,1,4,15,0,0,0,139,0,3,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,65,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
71,unsigned int X = 0;,-,-,4,2,4,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,2,0,2,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
68,int stride = gridDim.x * blockDim.x;,-,-,8,3,8,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,65,53,65,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
65,__syncthreads();,-,-,6,4,6,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,17,15,17,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
61,if (threadIdx.x < n_directions),-,-,7,3,7,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
58,d_output += n_vectors * blockIdx.y;,-,-,9,6,9,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
57,d_directions += n_directions * blockIdx.y;,-,-,13,6,13,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
51,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,85,76,85,104000,3328000,3328000,832,832,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,49,0,0,19,0,0,0,0,0,0,0,1,0,0,0,16,0,0,48,0,0,11,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",49
95,},-,-,93,82,93,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,10,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
93,d_output[i] = (float)X * k_2powneg32;,-,-,62649,33266,62649,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,2236,0,0,0,0,868,4004,0,0,0,55540,0,0,1,0,0,0,0,2156,0,0,0,0,0,0,0,0,0,31109,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
92,X ^= v_log2stridem1 ^ v[c];,-,-,146214,78563,146214,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,2677,5361,0,0,0,0,2349,8676,5157,0,0,121993,0,0,1,0,0,0,1609,5164,0,0,0,0,0,0,3127,0,0,68662,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,38560,20512,38560,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1567,0,0,0,0,0,1446,0,0,0,659,708,2487,0,0,0,31693,0,904,0,0,0,0,0,1389,0,0,0,370,0,0,0,0,0,17849,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,62290,32997,62290,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1453,1,0,0,0,17,1773,0,0,0,0,853,4025,0,0,0,54168,0,873,0,0,0,0,14,1704,0,0,0,0,0,0,0,0,0,30406,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
87,unsigned int v_stridemask = stride - 1;,-,-,0,0,0,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,17,11,17,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
83,d_output[i0] = (float)X * k_2powneg32;,-,-,7,6,7,80000,2560000,2560000,640,640,0,Global,Store,32,4000,0,0,0,0,0,16000,16000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
81,if (i0 < n_vectors),-,-,2,1,2,20000,640000,512000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
78,g >>= 1;,-,-,3,2,3,56000,1792000,1792000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
77,X ^= mask & v[k];,-,-,111,58,111,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,5,0,0,95,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,0,0,50,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
76,mask = -(g & 1);,-,-,14,8,14,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,98,46,98,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,10,0,0,0,81,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,42,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
71,unsigned int X = 0;,-,-,3,1,3,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,2,2,2,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
68,int stride = gridDim.x * blockDim.x;,-,-,8,4,8,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,26,21,26,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
65,__syncthreads();,-,-,2,1,2,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,9,6,9,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
61,if (threadIdx.x < n_directions),-,-,1,1,1,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
58,d_output += n_vectors * blockIdx.y;,-,-,3,2,3,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
57,d_directions += n_directions * blockIdx.y;,-,-,3,1,3,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
51,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,42,37,42,104000,3328000,3328000,832,832,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,23,0,0,10,0,0,0,0,0,0,0,1,0,0,0,8,0,0,23,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",50
95,},-,-,167,141,167,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,146,0,1,0,0,2,0,0,0,16,0,2,0,0,0,0,0,0,124,0,1,0,0,0,0,0,0,14,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
93,d_output[i] = (float)X * k_2powneg32;,-,-,125779,66618,125779,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,4360,0,0,0,0,1833,8040,0,0,0,111545,0,0,1,0,0,0,0,4193,0,0,0,0,0,0,0,0,0,62424,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
92,X ^= v_log2stridem1 ^ v[c];,-,-,291202,156223,291202,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,5175,10870,0,0,0,0,4857,17420,10024,0,0,242854,0,0,2,0,0,0,3123,10441,0,0,0,0,0,0,6036,0,0,136621,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,76758,40821,76758,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,3000,0,0,0,0,0,3120,0,0,0,1311,1498,4916,0,0,0,62913,0,1730,0,0,0,0,0,2980,0,0,0,763,0,0,0,0,0,35348,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,125367,66799,125367,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2921,0,0,0,0,50,4072,0,0,0,1,1704,7908,0,0,0,108711,0,1726,0,0,0,0,40,3917,0,0,0,0,0,0,0,0,0,61116,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
87,unsigned int v_stridemask = stride - 1;,-,-,0,0,0,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,39,15,39,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
83,d_output[i0] = (float)X * k_2powneg32;,-,-,17,7,17,80000,2560000,2560000,640,640,0,Global,Store,32,4000,0,0,0,0,0,16000,16000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
81,if (i0 < n_vectors),-,-,2,0,2,20000,640000,512000,160,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
78,g >>= 1;,-,-,9,2,9,56000,1792000,1792000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
77,X ^= mask & v[k];,-,-,206,88,206,980000,31360000,31360000,1120,1120,0,Shared,Load,32,0,1,0,28000,28000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,2,16,11,0,0,170,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,77,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
76,mask = -(g & 1);,-,-,30,12,30,140000,4480000,4480000,160,160,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
74,for (unsigned int k = 0; k < __ffs(stride) - 1; k++),-,-,184,81,184,832000,26624000,25728000,1184,1156,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,2,0,15,0,0,0,156,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,73,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
71,unsigned int X = 0;,-,-,4,1,4,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
70,unsigned int g = i0 ^ (i0 >> 1);,-,-,2,1,2,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
68,int stride = gridDim.x * blockDim.x;,-,-,7,4,7,24000,768000,768000,192,192,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
67,int i0 = threadIdx.x + blockIdx.x * blockDim.x;,-,-,71,59,71,36000,1152000,1152000,288,288,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
65,__syncthreads();,-,-,3,3,3,12000,384000,384000,96,96,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
63,v[threadIdx.x] = d_directions[threadIdx.x];,-,-,13,12,13,51000,1632000,1632000,1632,1632,0,"Global,Shared","Load,Store",32(2),1000,1,0,1000,1000,0,4000,4000,0,,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
61,if (threadIdx.x < n_directions),-,-,1,0,1,21000,672000,640000,192,184,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
58,d_output += n_vectors * blockIdx.y;,-,-,16,7,16,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
57,d_directions += n_directions * blockIdx.y;,-,-,10,6,10,48000,1536000,1536000,384,384,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
51,"void sobolGPU_kernel(unsigned n_vectors, unsigned n_dimensions,",-,-,88,74,88,104000,3328000,3328000,832,832,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,2,53,0,0,19,0,0,0,0,0,0,0,1,0,0,0,13,0,0,49,0,0,11,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",51
95,},-,-,92,79,92,16000,512000,512000,128,128,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,2,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,14,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
93,d_output[i] = (float)X * k_2powneg32;,-,-,63010,33501,63010,499936000,15997952000,15997952000,512,512,0,Global,Store,32,31246000,0,0,0,0,0,124984000,124984000,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,2192,0,0,0,0,892,4084,0,0,0,55841,0,0,1,0,0,0,0,2098,0,0,0,0,0,0,0,0,0,31402,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
92,X ^= v_log2stridem1 ^ v[c];,-,-,145592,78222,145592,1093610000,34995520000,34995520000,1120,1120,0,Shared,Load,32,0,1,0,31246000,31246000,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,0,0,2584,5277,0,0,0,0,2441,8703,5149,0,0,121436,0,0,2,0,0,0,1566,5064,0,0,0,0,0,0,3165,0,0,68425,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
91,unsigned int c = __ffs(~((i - stride) | v_stridemask)) - 1;,-,-,38588,20588,38588,312460000,9998720000,9998720000,320,320,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1499,0,0,0,0,0,1585,0,0,0,646,724,2492,0,0,0,31642,0,876,0,0,0,0,0,1514,0,0,0,375,0,0,0,0,0,17823,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
89,for (unsigned int i = i0 + stride; i < n_vectors; i += stride),-,-,62450,33014,62450,500000000,16000000000,15000128000,800,768,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1544,0,0,0,0,20,1872,0,0,0,0,909,3928,0,0,0,54177,0,928,0,0,0,0,17,1802,0,0,0,0,0,0,0,0,0,30267,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
87,unsigned int v_stridemask = stride - 1;,-,-,0,0,0,8000,256000,256000,64,64,0,-,-,-,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
86,unsigned int v_log2stridem1 = v[__ffs(stride) - 2];,-,-,22,10,22,176000,5632000,5632000,1408,1408,0,Shared,Load,32,0,1,0,4000,4000,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7,"sobolGPU_kernel(unsigned int, unsigned int, unsigned int *, float *)",52
